Date,Address,Name,Class,Archetype,Expansion,DeckScore,Card1,Card2,Card3,Card4,Card5,Card6,Card7,Card8,Card9,Card10,Card11,Card12,Card13,Card14,Card15,Card16,Card17,Card18,Card19,Card20,Card21,Card22,Card23,Card24,Card25,Card26,Card27,Card28,Card29,Card30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Wins,Bucket1,Bucket2
2017-11-19,https://www.heartharena.com/arena-run/f375o9,f375o9,Shaman,Classic Control,KFT,75.5,Evolve,Forked Lightning,Glacial Shard,Lightning Bolt,Jade Claws,Stubborn Gastropod,Tainted Zealot,Tuskarr Fisherman,Deathspeaker,Eggnapper,Lightning Storm,Mindbreaker,Tar Creeper,Flamewreathed Faceless,Jade Lightning,Saronite Chain Gang,Spellbreaker,Tidal Surge,Spiked Hogrider,Sunborne Val'kyr,Argent Commander,Bone Drake,Fire Elemental,Sunwalker,Ravenholdt Assassin,The Curator,Bonemare,Primordial Drake,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,10,2,High
2017-11-20,https://www.heartharena.com/arena-run/mf2j7t,mf2j7t,Mage,Mid-Range,KFT,65.6,Acidic Swamp Ooze,Frostbolt,Mana Wyrm,Pint-Sized Summoner,Sorcerer's Apprentice,Tuskarr Fisherman,Deathspeaker,Earthen Ring Farseer,Happy Ghoul,Harvest Golem,Raid Leader,Tar Creeper,Volcanic Potion,Dark Iron Dwarf,Ghastly Conjurer,Infested Tauren,Kabal Chemist,Keening Banshee,Steam Surger,Stegodon,Stormwind Knight,Water Elemental,Cryomancer,Red Mana Wyrm,Bone Drake,Blazecaller,Volcanosaur,War Golem,Giant Mastodon,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,0,Low
2017-11-20,https://www.heartharena.com/arena-run/qxs414,qxs414,Rogue,Classic Control,KFT,68.5,Hallucination,Swashburglar,Duskboar,Fallen Sun Cleric,Jade Shuriken,Sap,Youthful Brewmaster,Fan of Knives,Harvest Golem,Hyldnir Frostrider,Perdition's Blade,Plague Scientist,Shadowblade,Tar Creeper,Fire Plume Phoenix,Polluted Hoarder,Runeforge Haunter,Saronite Chain Gang,Assassinate,Corrupted Healbot,Darkspeaker,Ancient Harbinger,Ancient of Blossoms,Bone Drake,Nerubian Prophet,Volcanosaur,Primordial Drake,,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,12,2,High
2017-11-21,https://www.heartharena.com/arena-run/jx7y90,jx7y90,Rogue,Mid-Range,KFT,64.9,Bladed Cultist,Deadly Poison,Acidic Swamp Ooze,Defias Ringleader,Coldlight Oracle,Gluttonous Ooze,Shadowblade,Squirming Tentacle,Stonehill Defender,Cyclopian Horror,Grave Shambler,Grim Necromancer,Jade Spirit,Keening Banshee,Kooky Chemist,Naga Corsair,Ogre Magi,Phantom Freebooter,Cobalt Scalebane,Gurubashi Berserker,Lotus Agents,Spiked Hogrider,Bone Drake,Leatherclad Hogleader,,,,,,,1,2,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1.0,1.0,1.0,,,,,,,8,1,High
2017-11-21,https://www.heartharena.com/arena-run/s94zdo,s94zdo,Rogue,Tempo,KFT,73.9,Backstab,Fire Fly,Zealous Initiate,Amani Berserker,Fallen Sun Cleric,Razorpetal Lasher,Sap,Tuskarr Fisherman,Giant Wasp,Happy Ghoul,Perdition's Blade,Shadow Strike,Shadowblade,Squirming Tentacle,Defender of Argus,Grave Shambler,Infested Tauren,Kooky Chemist,Avian Watcher,Corrupted Healbot,Psych-o-Tron,Stampeding Kodo,Bone Drake,Nerubian Prophet,"Hogger, Doom of Elwynn",Bonemare,Primordial Drake,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1.0,1.0,3.0,1.0,,,,12,2,High
2017-11-22,https://www.heartharena.com/arena-run/40z00z,40z00z,Mage,Mid-Range,KFT,67.8,Acherus Veteran,Bilefin Tidehunter,Friendly Bartender,Golakka Crawler,Ice Walker,Knife Juggler,Mana Wyrm,Pompous Thespian,Sorcerer's Apprentice,Coldwraith,Deathspeaker,Giant Wasp,Toxic Sewer Ooze,Volcanic Potion,Arcanosmith,Fire Plume Phoenix,Ghastly Conjurer,Keening Banshee,Night Howler,Corpse Raiser,Cryomancer,Doppelgangster,Elise the Trailblazer,Servant of Yogg-Saron,Sunborne Val'kyr,Blizzard,Flamestrike,Volcanosaur,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,4,0,Low
2017-11-22,https://www.heartharena.com/arena-run/5t6tzh,5t6tzh,Rogue,Mid-Range,KFT,66.7,Backstab,Acherus Veteran,Southsea Deckhand,Acidic Swamp Ooze,Bilefin Tidehunter,Eviscerate,Knife Juggler,Patient Assassin,Stubborn Gastropod,Volatile Elemental,Blood Knight,Deathspeaker,Envenom Weapon,Hyldnir Frostrider,Mindbreaker,Squirming Tentacle,Backroom Bouncer,Infested Tauren,Sen'jin Shieldmasta,Bone Baron,Corpse Raiser,Nesting Roc,Shadowcaster,Big-Time Racketeer,Nerubian Unraveler,Skulking Geist,Sunwalker,Bog Creeper,Giant Mastodon,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7,1,High
2017-11-23,https://www.heartharena.com/arena-run/t5d5v0,t5d5v0,Paladin,Mid-Range,KFT,67.2,Acherus Veteran,Emerald Hive Queen,Noble Sacrifice,Argent Protector,Faerie Dragon,Golakka Crawler,Ravasaur Runt,Rockpool Hunter,Aldor Peacekeeper,Howling Commander,Pantry Spider,Rallying Blade,Chillblade Champion,Fire Plume Phoenix,Gnomish Inventor,Midnight Drake,Big Game Hunter,Corrupted Healbot,Grimestreet Enforcer,Holy Wrath,Servant of Kalimos,Ancient of Blossoms,Argent Commander,Frozen Crusher,"Hemet, Jungle Hunter",Moat Lurker,Vinecleaver,Tirion Fordring,Sea Giant,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,6,1,Low
2017-11-23,https://www.heartharena.com/arena-run/s950ay,s950ay,Rogue,Classic Aggro,KFT,67.2,Bladed Cultist,Emerald Hive Queen,Bilefin Tidehunter,Bloodsail Raider,Defias Ringleader,Jade Shuriken,Ravasaur Runt,Stubborn Gastropod,Eggnapper,Gluttonous Ooze,Imp Master,Murloc Warleader,Perdition's Blade,Questing Adventurer,Shadowblade,Stonehill Defender,Thunder Lizard,Aberrant Berserker,Daring Reporter,Fire Plume Phoenix,Grave Shambler,Keening Banshee,Tol'vir Stoneshaper,Vilespine Slayer,Big-Time Racketeer,Frost Elemental,Necrotic Geist,Volcanosaur,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,6,1,Low
2017-11-24,https://www.heartharena.com/arena-run/ve2998,ve2998,Druid,Mid-Range,KFT,63.0,Jade Idol,Zealous Initiate,Bloodfen Raptor,Mad Bomber,Murloc Tidehunter,Power of the Wild,Deathspeaker,Happy Ghoul,Hired Gun,Hyldnir Frostrider,Mind Control Tech,Mindbreaker,Savage Roar,Stonehill Defender,Corpsetaker,Grim Necromancer,Saronite Chain Gang,Bomb Squad,Corrupted Healbot,Fatespinner,Frostwolf Warlord,Psych-o-Tron,Webweave,Bone Drake,Moonglade Portal,Necrotic Geist,Spreading Plague,Ravenholdt Assassin,Sated Threshadon,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,4,0,Low
2017-11-24,https://www.heartharena.com/arena-run/e5fd0c,e5fd0c,Rogue,Mid-Range,KFT,63.8,Backstab,Bladed Cultist,Southsea Deckhand,Eviscerate,Jade Shuriken,Ravasaur Runt,Twisted Worgen,Blood Knight,Giant Wasp,Hired Gun,Hyldnir Frostrider,Imp Master,Mindbreaker,Squirming Tentacle,Defender of Argus,Grave Shambler,Grim Necromancer,Keening Banshee,Phantom Freebooter,Stormwind Knight,Tol'vir Stoneshaper,Cobalt Scalebane,Nesting Roc,Bone Drake,Book Wyrm,Spectral Pillager,Blazecaller,Eldritch Horror,Blood of The Ancient One,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6,1,Low
2017-11-25,https://www.heartharena.com/arena-run/5ld514,5ld514,Rogue,Mid-Range,KFT,64.9,Acherus Veteran,Deadly Poison,Emerald Hive Queen,Fire Fly,Swashburglar,Bloodsail Raider,Roll the Bones,Stubborn Gastropod,Edwin VanCleef,Shadowblade,Violet Illusionist,Aberrant Berserker,Gentle Megasaur,Stormwind Knight,Bone Baron,Frostwolf Warlord,Lotus Agents,Shadowcaster,Tomb Lurker,Venomancer,Frozen Crusher,Necrotic Geist,Bog Creeper,Sated Threshadon,,,,,,,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1.0,2.0,1.0,,,,,,,3,0,Low
2017-11-25,https://www.heartharena.com/arena-run/zcxetb,zcxetb,Druid,Mid-Range,KFT,68.8,Argent Squire,Fire Fly,Bloodfen Raptor,Druid of the Swarm,Tuskarr Fisherman,Celestial Dreamer,Feral Rage,Mindbreaker,Stonehill Defender,Toxic Sewer Ooze,Zoobot,Bite,Dark Iron Dwarf,Kooky Chemist,Saronite Chain Gang,Sen'jin Shieldmasta,Big Game Hunter,Living Mana,Spiteful Smith,Webweave,Argent Commander,Big-Time Racketeer,Frost Elemental,Menagerie Warden,Nerubian Prophet,Bog Creeper,Volcanosaur,Bonemare,Giant Mastodon,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,0,Low
2017-11-26,https://www.heartharena.com/arena-run/uho66o,uho66o,Mage,Classic Control,KFT,67.5,Forbidden Flame,Breath of Sindragosa,Mistress of Mixtures,Arcanologist,Fallen Sun Cleric,Flame Geyser,Pompous Thespian,Rockpool Hunter,Deathspeaker,Frozen Clone,Igneous Elemental,Stonehill Defender,Backroom Bouncer,Daring Reporter,Fire Plume Phoenix,Fireball,Keening Banshee,Steam Surger,Cobalt Scalebane,Menagerie Magician,Spiked Hogrider,Stranglethorn Tiger,Blizzard,Fight Promoter,Moat Lurker,Bog Creeper,"Y'Shaarj, Rage Unbound",,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,,,,10,2,High
2017-11-26,https://www.heartharena.com/arena-run/va094n,va094n,Priest,Attrition,KFT,71.5,Fire Fly,Potion of Madness,Acidic Swamp Ooze,Dire Wolf Alpha,Friendly Bartender,Pompous Thespian,Radiant Elemental,Youthful Brewmaster,Deathspeaker,Injured Blademaster,Shadow Word: Death,Shadowform,Aberrant Berserker,Daring Reporter,Infested Tauren,Saronite Chain Gang,Shadow Madness,Cobalt Scalebane,Corpse Raiser,Darkshire Alchemist,Psych-o-Tron,Dragonfire Potion,"Hemet, Jungle Hunter",Leatherclad Hogleader,Sunwalker,Sated Threshadon,"Medivh, the Guardian",Mind Control,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,9,2,High
2017-11-27,https://www.heartharena.com/arena-run/91j38g,91j38g,Priest,Attrition,KFT,72.7,Crystalline Oracle,Mistress of Mixtures,Power Word: Shield,Faerie Dragon,Fallen Sun Cleric,Pint-Sized Summoner,Spirit Lash,Emperor Cobra,Giant Wasp,Hired Gun,Mirage Caller,Stonehill Defender,Tar Creeper,Dark Iron Dwarf,Keening Banshee,Priest of the Feast,Saronite Chain Gang,Sen'jin Shieldmasta,Bomb Squad,Corpse Raiser,Holy Nova,Nesting Roc,Sunborne Val'kyr,Corrupted Seer,Dragonfire Potion,Sated Threshadon,Bonemare,Free From Amber,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,10,2,High
2017-11-28,https://www.heartharena.com/arena-run/ex211y,ex211y,Mage,Classic Control,KFT,71.4,Arcane Missiles,Breath of Sindragosa,Flame Geyser,Friendly Bartender,Sorcerer's Apprentice,Counterspell,Earthen Ring Farseer,Eggnapper,Igneous Elemental,Moroes,Spellbender,Twilight Flamecaller,Defender of Argus,Fire Plume Phoenix,Fireball,Gnomish Inventor,Grave Shambler,Saronite Chain Gang,Bomb Squad,Nesting Roc,Ancient of Blossoms,Blazecaller,Firelands Portal,Sindragosa,,,,,,,1,1,2,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1.0,2.0,1.0,,,,,,,9,2,High
2017-11-28,https://www.heartharena.com/arena-run/5iuf65,5iuf65,Hunter,Mid-Range,KFT,66.9,Alleycat,On the Hunt,Loot Hoarder,Pint-Sized Summoner,Toxic Arrow,Trogg Beastrager,Volatile Elemental,Bearshark,Cloaked Huntress,Giant Wasp,Hyldnir Frostrider,Injured Blademaster,Ironfur Grizzly,Kill Command,Toxic Sewer Ooze,Dispatch Kodo,Gnomish Inventor,Saronite Chain Gang,Twilight Drake,Corpse Widow,Doppelgangster,Piranha Launcher,Stampeding Kodo,Tol'vir Warden,Nerubian Unraveler,Savannah Highmane,Abominable Bowman,Charged Devilsaur,Tortollan Primalist,Ultrasaur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,Low
2017-11-29,https://www.heartharena.com/arena-run/26lumd,26lumd,Priest,Attrition,KFT,68.5,Binding Heal,Emerald Hive Queen,Power Word: Shield,Gadgetzan Socialite,Shadow Ascendant,Shadow Word: Pain,Spirit Lash,Stubborn Gastropod,Blood Knight,Kabal Talonpriest,Zoobot,Cyclopian Horror,Kabal Chemist,Shadow Madness,Tortollan Shellraiser,Bomb Squad,Corpse Raiser,Corrupted Healbot,Devour Mind,Doppelgangster,Big-Time Racketeer,Bone Drake,Embrace Darkness,Nerubian Prophet,Sunwalker,Sated Threshadon,Free From Amber,Obsidian Statue,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,9,2,High
2017-11-29,https://www.heartharena.com/arena-run/ofk8d1,ofk8d1,Rogue,Mid-Range,KFT,64.0,Acherus Veteran,Deadly Poison,Glacial Shard,Hallucination,Cold Blood,Dire Wolf Alpha,Fallen Sun Cleric,Patient Assassin,Pompous Thespian,Twisted Worgen,Headcrack,Plague Scientist,Raging Worgen,Shadow Strike,Shadowblade,Violet Illusionist,Bright-Eyed Scout,Chillwind Yeti,Gentle Megasaur,Silvermoon Guardian,Lotus Agents,Lotus Assassin,Venomancer,Archmage,Bone Drake,Scaled Nightmare,Sated Threshadon,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.0,2.0,1.0,2.0,1.0,1.0,,,,6,1,Low
2017-11-29,https://www.heartharena.com/arena-run/3z1eht,3z1eht,Druid,Mid-Range,KFT,66.1,Doomsayer,Druid of the Swarm,Rockpool Hunter,Tuskarr Fisherman,Volatile Elemental,Wrath,Eggnapper,Flesheating Ghoul,Harvest Golem,Hyldnir Frostrider,Razorfen Hunter,Spawn of N'Zoth,Zoobot,Ancient Mage,Defender of Argus,Fire Plume Phoenix,Mire Keeper,Cobalt Scalebane,Corpse Raiser,Lotus Agents,Stampeding Kodo,Sunborne Val'kyr,Webweave,Ancient of Blossoms,Moonglade Portal,Ancient of War,Volcanosaur,"N'Zoth, the Corruptor",,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,8,1,High
2017-12-01,https://www.heartharena.com/arena-run/7jhv76,7jhv76,Rogue,Tempo,KFT,65.9,Backstab,Bladed Cultist,Hallucination,Journey Below,Gadgetzan Ferryman,Jade Shuriken,Pompous Thespian,Tuskarr Fisherman,Eggnapper,Perdition's Blade,Shadowblade,Silithid Swarmer,Tar Creeper,Thunder Lizard,Cult Master,Grave Shambler,Polluted Hoarder,Spellbreaker,Tol'vir Stoneshaper,Worgen Greaser,Assassinate,Cobalt Scalebane,Corpse Raiser,Doppelgangster,Sunborne Val'kyr,Venomancer,Corrupted Seer,Kidnapper,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,8,1,High
2017-12-02,https://www.heartharena.com/arena-run/4023jj,4023jj,Warrior,Classic Control,KFT,70.1,Blood To Ichor,Mistress of Mixtures,Bilefin Tidehunter,Cruel Taskmaster,Execute,Golakka Crawler,Rockpool Hunter,Sleep with the Fishes,Wild Pyromancer,Fiery War Axe,Grimestreet Pawnbroker,Mind Control Tech,Mindbreaker,Mountainfire Armor,Blood Razor,Bloodhoof Brave,Keening Banshee,Arcanite Reaper,Big Game Hunter,Bomb Squad,Fool's Bane,Ornery Direhorn,Sated Threshadon,Stormwind Champion,Volcanosaur,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1.0,2.0,1.0,3.0,,,,,,5,1,Low
2017-12-03,https://www.heartharena.com/arena-run/x21n4u,x21n4u,Priest,Attrition,KFT,66.5,Forbidden Shaping,Emerald Hive Queen,Crazed Alchemist,Shadow Ascendant,Shadow Visions,Shadow Word: Pain,Spirit Lash,Stubborn Gastropod,Happy Ghoul,Stonehill Defender,Toxic Sewer Ooze,Cyclopian Horror,Eternal Servitude,Faceless Shambler,Grim Necromancer,Shadow Madness,Shadow Word: Horror,Silvermoon Guardian,Devour Mind,Second-Rate Bruiser,Sunborne Val'kyr,Bone Drake,Embrace Darkness,Temple Enforcer,Bonemare,The Lich King,,,,,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,,,,,7,1,High
2017-12-03,https://www.heartharena.com/arena-run/50uhdb,50uhdb,Priest,Mid-Range,KFT,70.7,Crystalline Oracle,Glacial Shard,Potion of Madness,Power Word: Shield,Acidic Swamp Ooze,Dire Wolf Alpha,Loot Hoarder,Rockpool Hunter,Shadow Ascendant,Deathspeaker,Harvest Golem,Squirming Tentacle,Blackwater Pirate,Grim Necromancer,Sen'jin Shieldmasta,Tanaris Hogchopper,Tortollan Shellraiser,Violet Teacher,Big Game Hunter,Drakonid Operative,Kabal Songstealer,Streetwise Investigator,Bone Drake,Corrupted Seer,Bog Creeper,Prophet Velen,Volcanosaur,Mind Control,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,10,2,High
2017-12-05,https://www.heartharena.com/arena-run/3e2537,3e2537,Mage,Tempo,KFT,63.3,Forbidden Flame,Breath of Sindragosa,Bloodfen Raptor,Frostbolt,Ice Walker,Stubborn Gastropod,Emperor Cobra,Fel Orc Soulfiend,Hyldnir Frostrider,Mirror Entity,Shallow Gravedigger,Tar Creeper,Tauren Warrior,Aberrant Berserker,Gentle Megasaur,Keening Banshee,Ticking Abomination,Bomb Squad,Cobalt Scalebane,Grook Fu Master,Servant of Yogg-Saron,Sunborne Val'kyr,Blizzard,Bone Drake,Leatherclad Hogleader,Sunwalker,Pyroblast,,,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,,,,2,0,Low
2017-12-06,https://www.heartharena.com/arena-run/mip16a,mip16a,Rogue,Classic Control,KFT,65.1,Backstab,Elven Archer,Hallucination,Bloodsail Raider,Crazed Alchemist,Jade Shuriken,Razorpetal Lasher,Rockpool Hunter,Emperor Cobra,Perdition's Blade,Questing Adventurer,Shadowblade,Wolfrider,Hozen Healer,Master of Disguise,Stegodon,Bittertide Hydra,Bloodworm,Bone Baron,Burgly Bully,Corpse Raiser,Stampeding Kodo,Tomb Lurker,Venomancer,Bone Drake,Charged Devilsaur,Primordial Drake,Sea Giant,Molten Giant,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,0,Low
2017-12-06,https://www.heartharena.com/arena-run/00kpnf,00kpnf,Rogue,Mid-Range,KFT,68.0,Backstab,Glacial Shard,Hallucination,Eviscerate,Fallen Sun Cleric,Golakka Crawler,Sap,Volatile Elemental,Hyldnir Frostrider,Mindbreaker,Moroes,SI:7 Agent,Shadowblade,Toxic Sewer Ooze,Cyclopian Horror,Dark Iron Dwarf,Faceless Shambler,Grave Shambler,Obsidian Shard,Polluted Hoarder,Shadow Sensei,Tanaris Hogchopper,Lotus Agents,Lotus Assassin,Shadowcaster,Furnacefire Colossus,Luckydo Buccaneer,Nerubian Prophet,Charged Devilsaur,Primordial Drake,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,High
2017-12-06,https://www.heartharena.com/arena-run/cs9t7p,cs9t7p,Hunter,Classic Aggro,KFT,69.5,Bloodsail Corsair,Fire Fly,Jeweled Macaw,Doomsayer,Kindly Grandmother,Kobold Geomancer,Loot Hoarder,Toxic Arrow,Trogg Beastrager,Tuskarr Fisherman,Venomstrike Trap,Youthful Brewmaster,Acolyte of Pain,Deathspeaker,Eggnapper,Pterrordax Hatchling,Southsea Captain,Tar Creeper,Dispatch Kodo,Gnomish Inventor,Stampeding Kodo,Tundra Rhino,Moat Lurker,Gladiator's Longbow,Volcanosaur,Bonemare,Call of the Wild,,,,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,5,1,Low
2017-12-07,https://www.heartharena.com/arena-run/3mj078,3mj078,Warlock,Classic Control,KFT,72.3,Argent Squire,Flame Imp,Glacial Shard,Soulfire,Defile,Drain Soul,Gnomeferatu,Sunfury Protector,Tuskarr Fisherman,Happy Ghoul,Kabal Courier,Mindbreaker,Scarlet Crusader,Shadow Bolt,Stonehill Defender,Blastcrystal Potion,Infested Tauren,Bane of Doom,Cobalt Scalebane,Despicable Dreadlord,Feeding Time,Tar Lurker,Dread Infernal,Felfire Potion,Necrotic Geist,Scaled Nightmare,Bonemare,DOOM!,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,10,2,High
2017-12-17,https://www.heartharena.com/arena-run/2h8fi9,2h8fi9,Mage,Attrition,KnC,71.7,Babbling Book,Breath of Sindragosa,Mistress of Mixtures,Frostbolt,Shimmering Tempest,Sunfury Protector,Dragonslayer,Gluttonous Ooze,Harvest Golem,Hyldnir Frostrider,Questing Adventurer,Vaporize,Cursed Disciple,Fire Plume Phoenix,Polymorph,Shroom Brewer,Spellbreaker,Arcane Tyrant,Bomb Squad,Corrosive Sludge,Second-Rate Bruiser,Spiked Hogrider,Trogg Gloomeater,Defias Cleaner,Corridor Creeper,Flamestrike,Spiteful Summoner,Bonemare,,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,7,1,High
2017-12-17,https://www.heartharena.com/arena-run/4f327x,4f327x,Warlock,Classic Control,KnC,69.0,Glacial Shard,Defile,Drain Soul,Friendly Bartender,Rockpool Hunter,Vulgar Homunculus,Bloodfury Potion,Kobold Apprentice,Lone Champion,Mind Control Tech,Shrieking Shroom,Stoneskin Basilisk,Zoobot,Blastcrystal Potion,Hoarding Dragon,Hozen Healer,Lesser Amethyst Spellstone,Corrosive Sludge,Corrupted Healbot,Despicable Dreadlord,Green Jelly,Trogg Gloomeater,Felfire Potion,Siphon Soul,Spellweaver,The Curator,,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.0,2.0,2.0,1.0,1.0,,,,,0,0,Zero
2017-12-17,https://www.heartharena.com/arena-run/11ok73,11ok73,Mage,Attrition,KnC,72.5,Young Priestess,Friendly Bartender,Lesser Ruby Spellstone,Pyros,Raven Familiar,Sorcerer's Apprentice,Arcane Intellect,Happy Ghoul,Kabal Courier,Mindbreaker,Stoneskin Basilisk,Toxic Sewer Ooze,Volcanic Potion,Zoobot,Cursed Disciple,Fire Plume Phoenix,Fireball,Ghastly Conjurer,Leyline Manipulator,Naga Corsair,Saronite Chain Gang,Hungry Ettin,Meteor,Flamestrike,Sated Threshadon,Charged Devilsaur,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2.0,2.0,1.0,1.0,1.0,,,,,7,1,High
2017-12-18,https://www.heartharena.com/arena-run/d26431,d26431,Rogue,Attrition,KnC,64.7,Journey Below,Bloodmage Thalnos,Defias Ringleader,Knife Juggler,Plated Beetle,Undercity Huckster,Boisterous Bard,Fungal Enchanter,Mimic Pod,SI:7 Agent,Sewer Crawler,Shadowblade,Arcanosmith,Chillwind Yeti,Infested Tauren,Kobold Illusionist,Phantom Freebooter,Twilight Drake,Assassinate,Bittertide Hydra,Carnivorous Cube,Green Jelly,Lesser Onyx Spellstone,Bone Drake,Hungry Ettin,Sprint,Violet Wurm,Sleepy Dragon,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,3,0,Low
2017-12-18,https://www.heartharena.com/arena-run/4yfx2p,4yfx2p,Hunter,Tempo,KnC,73.0,On the Hunt,Weasel Tunneler,Freezing Trap,Grievous Bite,Kindly Grandmother,Knife Juggler,Volatile Elemental,Wandering Monster,Deadly Shot,Eaglehorn Bow,Eggnapper,Hyldnir Frostrider,Shaky Zipgunner,Unleash the Hounds,Daring Reporter,Flanking Strike,Stegodon,Doppelgangster,Piranha Launcher,Venture Co. Mercenary,Bone Drake,Frozen Crusher,Hungry Ettin,Gladiator's Longbow,Volcanosaur,Violet Wurm,Call of the Wild,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,2,0,Low
2017-12-18,https://www.heartharena.com/arena-run/ctabp5,ctabp5,Warlock,Attrition,KnC,70.1,Kobold Librarian,Mistress of Mixtures,Mortal Coil,Soulfire,Crazed Alchemist,Defile,Fallen Sun Cleric,Ravasaur Runt,Vulgar Homunculus,Darkshire Councilman,Deathspeaker,Earthen Ring Farseer,Giant Wasp,Spawn of N'Zoth,Toxic Sewer Ooze,Grim Necromancer,Kooky Chemist,Lesser Amethyst Spellstone,Arcane Tyrant,Fen Creeper,Psych-o-Tron,Big-Time Racketeer,Defias Cleaner,Dread Infernal,Volcanosaur,Primordial Drake,Twisting Nether,DOOM!,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,6,1,Low
